cik|parent_cik|name|ticker|rptOwnerName|rptOwnerCik|isDirector|isOfficer|isTenPercentOwner|isOther|officerTitle|security_title|transaction_date|form_type|code|equity_swap|shares|acquired_disposed_code|shares_owned_following_transaction|direct_or_indirect_ownership|form4_link|open|high|low|close|adj_close|volume|daily_return|percent_change|range|average_price|shares_value_usd
0000320193|320193|APPLE INC|AAPL|FEDERIGHI CRAIG|0001258883|0|1|0|0|Senior Vice President|Restricted Stock Unit|2016-10-01|4|M|0|87578|D|0|D|https://www.sec.gov/Archives/edgar/data/320193/000162828016019936/wf-form4_147562028803402.xml|||||||||||
0000320193|320193|APPLE INC|AAPL|FEDERIGHI CRAIG|0001258883|0|1|0|0|Senior Vice President|Restricted Stock Unit|2016-10-01|4|M|0|87578|D|0|D|https://www.sec.gov/Archives/edgar/data/320193/000162828016019936/wf-form4_147562028803402.xml|||||||||||
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|62555|A|62555|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|1319419.01
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|33476|A|33476|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|706080.58
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|5817|A|5817|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|122693.0
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|5739|A|5739|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|121047.81
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|5747|A|5747|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|121216.55
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|62555|A|62555|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|1319419.01
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|33476|A|33476|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|706080.58
0000320193|320193|APPLE INC|AAPL|AHRENDTS ANGELA J|0001196612|0|1|0|0|Senior Vice President|Restricted Stock Unit|2014-05-01|4|A|0|5817|A|5817|D|https://www.sec.gov/Archives/edgar/data/320193/000118143114017960/rrd408240.xml|21.14|21.24|20.94|21.12|18.71|244048000.0|-0.0|-0.09|0.3|21.09|122693.0
