cik|parent_cik|name|ticker|rptOwnerName|rptOwnerCik|isDirector|isOfficer|isTenPercentOwner|isOther|officerTitle|security_title|transaction_date|form_type|code|equity_swap|shares|acquired_disposed_code|shares_owned_following_transaction|direct_or_indirect_ownership|form4_link|open|high|low|close|adj_close|volume|daily_return|percent_change|range|average_price|shares_value_usd
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|6000|A|6000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|138594.0
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|9000|A|9000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|207891.0
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|3000|A|3000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|69297.0
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|6000|A|6000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|138594.0
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|6000|A|6000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|138594.0
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|9000|A|9000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|207891.0
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|3000|A|3000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|69297.0
0001318605|1318605|Tesla, Inc.|TSLA|Ehrenpreis Ira Matthew|0001412598|1|0|0|0||Non-Qualified Stock Option (right to buy)|2018-06-12|4|A|0|6000|A|6000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515818000002/edgardoc.xml|22.98|23.66|22.53|22.85|22.85|335211000.0|-0.01|-0.56|1.13|23.1|138594.0
0001318605|1318605|TESLA MOTORS INC|TSLA|Reichow Gregory|0001584531|0|1|0|0|VP Manufacturing|Non-Qualified Stock Option (right to buy)|2014-01-13|4|A|0|65000.0|A|65000|D|https://www.sec.gov/Archives/edgar/data/1318605/000158453114000003/edgardoc.xml|9.72|9.8|9.19|9.29|9.29|94741500.0|-0.04|-4.42|0.61|9.49|617110.0
0001318605|1318605|TESLA MOTORS INC|TSLA|Reichow Gregory|0001584531|0|1|0|0|VP Manufacturing|Non-Qualified Stock Option (right to buy)|2014-01-13|4|A|0|65000.0|A|65000|D|https://www.sec.gov/Archives/edgar/data/1318605/000158453114000003/edgardoc.xml|9.72|9.8|9.19|9.29|9.29|94741500.0|-0.04|-4.42|0.61|9.49|617110.0
0001318605|1318605|Tesla, Inc.|TSLA|Taneja Vaibhav|0001771340|0|1|0|0|Chief Accounting Officer|Restricted Stock Unit|2019-11-15|4|M|0|110|D|220|D|https://www.sec.gov/Archives/edgar/data/1318605/000177134019000012/edgardoc.xml|23.38|23.52|23.22|23.48|23.48|72135000.0|0.0|0.44|0.3|23.37|2570.92
0001318605|1318605|Tesla, Inc.|TSLA|Taneja Vaibhav|0001771340|0|1|0|0|Chief Accounting Officer|Restricted Stock Unit|2019-11-15|4|M|0|110|D|220|D|https://www.sec.gov/Archives/edgar/data/1318605/000177134019000012/edgardoc.xml|23.38|23.52|23.22|23.48|23.48|72135000.0|0.0|0.44|0.3|23.37|2570.92
0001318605|1318605|Tesla, Inc.|TSLA|Gracias Antonio J.|0001495158|1|0|0|0||Non-Qualified Stock Option (right to buy)|2019-02-13|4|M|0|7200|D|65000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515819000002/edgardoc.xml|20.82|20.85|20.37|20.54|20.54|77124000.0|-0.01|-1.34|0.48|20.61|148396.8
0001318605|1318605|Tesla, Inc.|TSLA|Gracias Antonio J.|0001495158|1|0|0|0||Non-Qualified Stock Option (right to buy)|2019-02-14|4|M|0|7200|D|57800|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515819000002/edgardoc.xml|20.23|20.45|20.07|20.25|20.25|78012000.0|0.0|0.13|0.38|20.26|145864.8
0001318605|1318605|Tesla, Inc.|TSLA|Gracias Antonio J.|0001495158|1|0|0|0||Non-Qualified Stock Option (right to buy)|2019-02-13|4|M|0|7200|D|65000|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515819000002/edgardoc.xml|20.82|20.85|20.37|20.54|20.54|77124000.0|-0.01|-1.34|0.48|20.61|148396.8
0001318605|1318605|Tesla, Inc.|TSLA|Gracias Antonio J.|0001495158|1|0|0|0||Non-Qualified Stock Option (right to buy)|2019-02-14|4|M|0|7200|D|57800|D|https://www.sec.gov/Archives/edgar/data/1318605/000149515819000002/edgardoc.xml|20.23|20.45|20.07|20.25|20.25|78012000.0|0.0|0.13|0.38|20.26|145864.8
0001318605|1318605|Tesla, Inc.|TSLA|Baglino Andrew D|0001790565|0|1|0|0|SVP Powertrain and Energy Eng.|Incentive Stock Option (right to buy)|2021-05-27|4|M|0|1000|D|570|D|https://www.sec.gov/Archives/edgar/data/1318605/000179056521000007/edgardoc.xml|206.75|210.38|205.4|210.28|210.28|79111800.0|0.02|1.71|4.97|207.89|207890.0
0001318605|1318605|Tesla, Inc.|TSLA|Baglino Andrew D|0001790565|0|1|0|0|SVP Powertrain and Energy Eng.|Incentive Stock Option (right to buy)|2021-05-27|4|M|0|1000|D|570|D|https://www.sec.gov/Archives/edgar/data/1318605/000179056521000007/edgardoc.xml|206.75|210.38|205.4|210.28|210.28|79111800.0|0.02|1.71|4.97|207.89|207890.0
0001318605|1318605|TESLA MOTORS INC|TSLA|Straubel Jeffrey B|0001494727|0|1|0|0|Chief Technical Officer|Incentive Stock Option (right to buy)|2015-05-18|4|M|0|33333.0|D|0|D|https://www.sec.gov/Archives/edgar/data/1318605/000150321015000012/edgardoc.xml|16.47|16.66|16.4|16.58|16.58|50298000.0|0.01|0.71|0.26|16.53|550994.48
0001318605|1318605|TESLA MOTORS INC|TSLA|Straubel Jeffrey B|0001494727|0|1|0|0|Chief Technical Officer|Non-Qualified Stock Option (right to buy)|2015-05-15|4|M|0|10000.0|D|98430|D|https://www.sec.gov/Archives/edgar/data/1318605/000150321015000012/edgardoc.xml|16.26|16.63|16.17|16.59|16.59|67914000.0|0.02|2.01|0.46|16.4|163966.67
0001318605|1318605|TESLA MOTORS INC|TSLA|Straubel Jeffrey B|0001494727|0|1|0|0|Chief Technical Officer|Incentive Stock Option (right to buy)|2015-05-18|4|M|0|33333.0|D|0|D|https://www.sec.gov/Archives/edgar/data/1318605/000150321015000012/edgardoc.xml|16.47|16.66|16.4|16.58|16.58|50298000.0|0.01|0.71|0.26|16.53|550994.48
0001318605|1318605|TESLA MOTORS INC|TSLA|Straubel Jeffrey B|0001494727|0|1|0|0|Chief Technical Officer|Non-Qualified Stock Option (right to buy)|2015-05-15|4|M|0|10000.0|D|98430|D|https://www.sec.gov/Archives/edgar/data/1318605/000150321015000012/edgardoc.xml|16.26|16.63|16.17|16.59|16.59|67914000.0|0.02|2.01|0.46|16.4|163966.67
0001318605|1318605|TESLA MOTORS INC|TSLA|Kroeger Harald|0001565080|1|0|0|0||Non-Qualified Stock Option (right to buy)|2013-01-10|4|J|0|29860|D|0|I|https://www.sec.gov/Archives/edgar/data/1318605/000114036113002002/doc1.xml|2.26|2.27|2.23|2.24|2.24|13837500.0|-0.01|-1.0|0.04|2.25|67055.6
0001318605|1318605|TESLA MOTORS INC|TSLA|Kroeger Harald|0001565080|1|0|0|0||Non-Qualified Stock Option (right to buy)|2013-01-10|4|J|0|16666|D|0|I|https://www.sec.gov/Archives/edgar/data/1318605/000114036113002002/doc1.xml|2.26|2.27|2.23|2.24|2.24|13837500.0|-0.01|-1.0|0.04|2.25|37426.28
0001318605|1318605|TESLA MOTORS INC|TSLA|Kroeger Harald|0001565080|1|0|0|0||Non-Qualified Stock Option (right to buy)|2013-01-10|4|J|0|29860|D|0|I|https://www.sec.gov/Archives/edgar/data/1318605/000114036113002002/doc1.xml|2.26|2.27|2.23|2.24|2.24|13837500.0|-0.01|-1.0|0.04|2.25|67055.6
0001318605|1318605|TESLA MOTORS INC|TSLA|Kroeger Harald|0001565080|1|0|0|0||Non-Qualified Stock Option (right to buy)|2013-01-10|4|J|0|16666|D|0|I|https://www.sec.gov/Archives/edgar/data/1318605/000114036113002002/doc1.xml|2.26|2.27|2.23|2.24|2.24|13837500.0|-0.01|-1.0|0.04|2.25|37426.28
0001318605|1318605|Tesla, Inc.|TSLA|Musk Elon|0001494730|1|1|1|0|CEO|Non-Qualifed Stock Option (right to buy)|2021-12-02|4|M|0|2133441|D|14837378|D|https://www.sec.gov/Archives/edgar/data/1318605/000089924321046679/doc4.xml|366.35|371.0|352.22|361.53|361.53|73114800.0|-0.01|-1.32|18.78|361.61|771470052.96
0001318605|1318605|Tesla, Inc.|TSLA|Musk Elon|0001494730|1|1|1|0|CEO|Non-Qualifed Stock Option (right to buy)|2021-12-02|4|M|0|2133441|D|14837378|D|https://www.sec.gov/Archives/edgar/data/1318605/000089924321046679/doc4.xml|366.35|371.0|352.22|361.53|361.53|73114800.0|-0.01|-1.32|18.78|361.61|771470052.96
0001318605|1318605|Tesla, Inc.|TSLA|Baglino Andrew D|0001790565|0|1|0|0|SVP Powertrain and Energy Eng.|Restricted Stock Unit|2020-12-05|4|M|0|924|D|4618|D|https://www.sec.gov/Archives/edgar/data/1318605/000179056520000020/edgardoc.xml|||||||||||
0001318605|1318605|Tesla, Inc.|TSLA|Baglino Andrew D|0001790565|0|1|0|0|SVP Powertrain and Energy Eng.|Restricted Stock Unit|2020-12-05|4|M|0|862|D|10342|D|https://www.sec.gov/Archives/edgar/data/1318605/000179056520000020/edgardoc.xml|||||||||||
