cik|parent_cik|name|ticker|rptOwnerName|rptOwnerCik|isDirector|isOfficer|isTenPercentOwner|isOther|officerTitle|security_title|transaction_date|form_type|code|equity_swap|shares|acquired_disposed_code|shares_owned_following_transaction|direct_or_indirect_ownership|form4_link|open|high|low|close|adj_close|volume|daily_return|percent_change|range|average_price|shares_value_usd
0000789019|789019|MICROSOFT CORP|MSFT|NOSKI CHARLES H|0001039894|1|0|0|0||Restricted Stock Units|2013-03-14|5|A|0|534|A|65979|D|https://www.sec.gov/Archives/edgar/data/789019/000118368113000013/edgar.xml|28.0|28.16|27.93|28.14|23.34|55914800.0|0.0|0.5|0.23|28.05|14976.03
0000789019|789019|MICROSOFT CORP|MSFT|NOSKI CHARLES H|0001039894|1|0|0|0||Restricted Stock Units|2013-03-14|5|A|0|534|A|65979|D|https://www.sec.gov/Archives/edgar/data/789019/000118368113000013/edgar.xml|28.0|28.16|27.93|28.14|23.34|55914800.0|0.0|0.5|0.23|28.05|14976.03
0000789019|789019|MICROSOFT CORP|MSFT|PETERSON SANDRA E|0001192752|1|0|0|0||Restricted Stock Units|2022-12-08|4|A|0|58.38|A|21299.376|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322023645/form4.xml|244.84|248.74|243.06|247.4|246.78|22611800.0|0.01|1.05|5.68|245.9|14355.64
0000789019|789019|MICROSOFT CORP|MSFT|PETERSON SANDRA E|0001192752|1|0|0|0||Restricted Stock Units|2022-12-08|4|A|0|58.38|A|21299.376|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322023645/form4.xml|244.84|248.74|243.06|247.4|246.78|22611800.0|0.01|1.05|5.68|245.9|14355.64
0000789019|789019|MICROSOFT CORP|MSFT|PRITZKER PENNY S|0001087398|1|0|0|0||Restricted Stock Units|2022-12-08|4|A|0|27.706|A|10108.210|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322023647/form4.xml|244.84|248.74|243.06|247.4|246.78|22611800.0|0.01|1.05|5.68|245.9|6812.91
0000789019|789019|MICROSOFT CORP|MSFT|PRITZKER PENNY S|0001087398|1|0|0|0||Restricted Stock Units|2022-12-08|4|A|0|27.706|A|10108.210|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322023647/form4.xml|244.84|248.74|243.06|247.4|246.78|22611800.0|0.01|1.05|5.68|245.9|6812.91
0000789019|789019|MICROSOFT CORP|MSFT|List Teri|0001529370|1|0|0|0||Restricted Stock Units|2021-06-02|4|A|0|343|A|21259|D|https://www.sec.gov/Archives/edgar/data/789019/000106299321005359/form4.xml|248.13|249.27|245.84|247.3|243.48|19406700.0|-0.0|-0.33|3.43|247.56|84911.37
0000789019|789019|MICROSOFT CORP|MSFT|List Teri|0001529370|1|0|0|0||Restricted Stock Units|2021-06-02|4|A|0|343|A|21259|D|https://www.sec.gov/Archives/edgar/data/789019/000106299321005359/form4.xml|248.13|249.27|245.84|247.3|243.48|19406700.0|-0.0|-0.33|3.43|247.56|84911.37
0000789019|789019|MICROSOFT CORP|MSFT|Rodriguez Carlos A|0001378514|1|0|0|0||Restricted Stock Units|2022-05-31|4|A|0|343.105|A|643.689|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322014003/form4.xml|272.53|274.77|268.93|271.87|269.86|37827700.0|-0.0|-0.24|5.84|271.85|93273.09
0000789019|789019|MICROSOFT CORP|MSFT|Rodriguez Carlos A|0001378514|1|0|0|0||Restricted Stock Units|2022-05-31|4|A|0|343.105|A|643.689|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322014003/form4.xml|272.53|274.77|268.93|271.87|269.86|37827700.0|-0.0|-0.24|5.84|271.85|93273.09
0000789019|789019|MICROSOFT CORP|MSFT|List Teri L.|0001529370|1|0|0|0||Restricted Stock Units|2015-09-10|4|A|0|17|A|2518|D|https://www.sec.gov/Archives/edgar/data/789019/000162643115000059/edgar.xml|43.12|43.79|42.75|43.29|38.46|31366600.0|0.0|0.39|1.04|43.27|735.59
0000789019|789019|MICROSOFT CORP|MSFT|List Teri L.|0001529370|1|0|0|0||Restricted Stock Units|2015-09-10|4|A|0|17|A|2518|D|https://www.sec.gov/Archives/edgar/data/789019/000162643115000059/edgar.xml|43.12|43.79|42.75|43.29|38.46|31366600.0|0.0|0.39|1.04|43.27|735.59
0000789019|789019|MICROSOFT CORP|MSFT|THOMPSON JOHN WENDELL|0001207433|1|0|0|0||Restricted Stock Units|2022-05-31|4|A|0|274.484|A|40754.728|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322014009/form4.xml|272.53|274.77|268.93|271.87|269.86|37827700.0|-0.0|-0.24|5.84|271.85|74618.47
0000789019|789019|MICROSOFT CORP|MSFT|THOMPSON JOHN WENDELL|0001207433|1|0|0|0||Restricted Stock Units|2022-05-31|4|A|0|274.484|A|40754.728|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322014009/form4.xml|272.53|274.77|268.93|271.87|269.86|37827700.0|-0.0|-0.24|5.84|271.85|74618.47
0000789019|789019|MICROSOFT CORP|MSFT|List-Stoll Teri|0001529370|1|0|0|0||Restricted Stock Units|2020-06-04|4|A|0|464|A|19552|D|https://www.sec.gov/Archives/edgar/data/789019/000162643120000038/edgar.xml|184.3|185.84|182.3|182.92|178.37|28761800.0|-0.01|-0.75|3.54|184.07|85408.48
0000789019|789019|MICROSOFT CORP|MSFT|List-Stoll Teri|0001529370|1|0|0|0||Restricted Stock Units|2020-06-04|4|A|0|464|A|19552|D|https://www.sec.gov/Archives/edgar/data/789019/000162643120000038/edgar.xml|184.3|185.84|182.3|182.92|178.37|28761800.0|-0.01|-0.75|3.54|184.07|85408.48
0000789019|789019|MICROSOFT CORP|MSFT|List-Stoll Teri|0001529370|1|0|0|0||Restricted Stock Units|2018-08-29|4|A|0|758|A|14675|D|https://www.sec.gov/Archives/edgar/data/789019/000162643118000085/edgar.xml|110.45|112.03|110.27|112.02|106.59|20818000.0|0.01|1.42|1.76|111.15|84251.7
0000789019|789019|MICROSOFT CORP|MSFT|List-Stoll Teri|0001529370|1|0|0|0||Restricted Stock Units|2018-08-29|4|A|0|758|A|14675|D|https://www.sec.gov/Archives/edgar/data/789019/000162643118000085/edgar.xml|110.45|112.03|110.27|112.02|106.59|20818000.0|0.01|1.42|1.76|111.15|84251.7
0000789019|789019|MICROSOFT CORP|MSFT|List Teri L.|0001529370|1|0|0|0||Restricted Stock Units|2015-01-30|4|A|0|1639|A|2465|D|https://www.sec.gov/Archives/edgar/data/789019/000162643115000004/edgar.xml|41.55|41.58|40.35|40.4|35.17|78004900.0|-0.03|-2.77|1.23|40.97|67141.64
0000789019|789019|MICROSOFT CORP|MSFT|List Teri L.|0001529370|1|0|0|0||Restricted Stock Units|2015-01-30|4|A|0|1639|A|2465|D|https://www.sec.gov/Archives/edgar/data/789019/000162643115000004/edgar.xml|41.55|41.58|40.35|40.4|35.17|78004900.0|-0.03|-2.77|1.23|40.97|67141.64
0000789019|789019|MICROSOFT CORP|MSFT|NOSKI CHARLES H|0001039894|1|0|0|0||Restricted Stock Units|2014-03-13|5|A|0|529|A|71168|D|https://www.sec.gov/Archives/edgar/data/789019/000158273714000028/edgar.xml|38.42|38.45|37.64|37.89|32.35|32169700.0|-0.01|-1.38|0.81|38.05|20125.81
0000789019|789019|MICROSOFT CORP|MSFT|NOSKI CHARLES H|0001039894|1|0|0|0||Restricted Stock Units|2014-03-13|5|A|0|529|A|71168|D|https://www.sec.gov/Archives/edgar/data/789019/000158273714000028/edgar.xml|38.42|38.45|37.64|37.89|32.35|32169700.0|-0.01|-1.38|0.81|38.05|20125.81
0000789019|789019|MICROSOFT CORP|MSFT|PRITZKER PENNY S|0001087398|1|0|0|0||Restricted Stock Units|2018-12-13|4|A|0|13|A|3201|D|https://www.sec.gov/Archives/edgar/data/789019/000162643118000151/edgar.xml|109.58|110.87|108.63|109.45|104.59|31333400.0|-0.0|-0.12|2.24|109.75|1426.75
0000789019|789019|MICROSOFT CORP|MSFT|PRITZKER PENNY S|0001087398|1|0|0|0||Restricted Stock Units|2018-12-13|4|A|0|13|A|3201|D|https://www.sec.gov/Archives/edgar/data/789019/000162643118000151/edgar.xml|109.58|110.87|108.63|109.45|104.59|31333400.0|-0.0|-0.12|2.24|109.75|1426.75
0000789019|789019|MICROSOFT CORP|MSFT|LUCZO STEPHEN J|0001248260|1|0|0|0||Restricted Stock Units|2012-12-13|5|A|0|41|A|4971|D|https://www.sec.gov/Archives/edgar/data/789019/000118368112000121/edgar.xml|27.32|27.52|26.95|27.11|22.3|45080100.0|-0.01|-0.77|0.57|27.24|1116.64
0000789019|789019|MICROSOFT CORP|MSFT|LUCZO STEPHEN J|0001248260|1|0|0|0||Restricted Stock Units|2012-12-13|5|A|0|41|A|4971|D|https://www.sec.gov/Archives/edgar/data/789019/000118368112000121/edgar.xml|27.32|27.52|26.95|27.11|22.3|45080100.0|-0.01|-0.77|0.57|27.24|1116.64
0000789019|789019|MICROSOFT CORP|MSFT|PETERSON SANDRA E|0001192752|1|0|0|0||Restricted Stock Units|2016-09-02|4|A|0|1408|A|4463|D|https://www.sec.gov/Archives/edgar/data/789019/000162643116000164/edgar.xml|57.67|58.19|57.42|57.67|52.63|18900500.0|0.0|0.0|0.77|57.8|81389.44
0000789019|789019|MICROSOFT CORP|MSFT|PETERSON SANDRA E|0001192752|1|0|0|0||Restricted Stock Units|2016-09-02|4|A|0|1408|A|4463|D|https://www.sec.gov/Archives/edgar/data/789019/000162643116000164/edgar.xml|57.67|58.19|57.42|57.67|52.63|18900500.0|0.0|0.0|0.77|57.8|81389.44
0000789019|789019|MICROSOFT CORP|MSFT|WARRIOR PADMASREE|0001186249|1|0|0|0||Restricted Stock Units|2022-12-12|4|A|0|61.879|A|4095.535|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322023832/form4.xml|||||||||||
0000789019|789019|MICROSOFT CORP|MSFT|WARRIOR PADMASREE|0001186249|1|0|0|0||Restricted Stock Units|2022-12-12|4|A|0|61.879|A|4095.535|D|https://www.sec.gov/Archives/edgar/data/789019/000106299322023832/form4.xml|||||||||||
0000789019|789019|MICROSOFT CORP|MSFT|Hoffman Reid|0001519339|1|0|0|0||Restricted Stock Units|2017-06-08|4|A|0|4|A|760|D|https://www.sec.gov/Archives/edgar/data/789019/000162643117000043/edgar.xml|72.51|72.52|71.5|71.95|66.89|24588300.0|-0.01|-0.77|1.02|72.01|288.04
